Truck Number,Style,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Claim Number,Scale Claim Cost,Scale Labor Cost,claim_flag
Truck 14553,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 70811,0.0,0.0,0
Truck 14553,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 101638,0.0,0.0,0
Truck 14553,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 112166,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 156,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 1200,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 40936,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 40964,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 87909,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 91249,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 101652,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 102886,0.0,0.0,0
Truck 14554,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 113086,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 164,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 10442,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 22821,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 24135,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 24544,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 24545,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 26893,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 32380,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 34298,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 34351,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 35704,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 35813,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 41788,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 49524,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 50149,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 62827,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 78941,0.0,0.0,0
Truck 14555,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 91245,0.0,0.0,0
Truck 14556,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 15669,0.0,0.0,0
Truck 14556,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 20090,0.0,0.0,0
Truck 14556,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 83165,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 15426,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 27638,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 27647,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 32471,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 39225,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 44087,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 45336,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 52305,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 52575,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 57142,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 59379,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 60311,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 60994,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 90297,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 92688,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 109329,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 110679,0.0,0.0,0
Truck 14557,Style 8,Option 33,Option 101,Option 182,Option 240,Option 265,Option 285,Option 291,Option 301,Claim 111832,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 11890,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 22376,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 25221,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 28917,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 29852,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 30765,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 31366,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 35010,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 37010,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 37011,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 39334,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 39380,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 39411,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 39415,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 39716,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 43278,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 43696,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 46324,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 47266,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 47364,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 49726,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 53051,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 54737,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 75961,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 81121,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 83297,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 84927,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 87169,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 98738,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 99223,0.0,0.0,0
Truck 14558,Style 8,Option 32,Option 113,Option 182,Option 214,Option 265,Option 285,Option 291,Option 301,Claim 110765,0.0,0.0,0
Truck 14559,Style 3,Option 35,Option 98,Option 182,Option 208,Option 267,Option 284,Option 291,Option 301,Claim 5574,0.0,0.0,0
Truck 14560,Style 3,Option 35,Option 98,Option 182,Option 208,Option 267,Option 284,Option 291,Option 301,Claim 5573,0.0,0.0,0
Truck 14561,Style 3,Option 35,Option 98,Option 182,Option 208,Option 267,Option 284,Option 291,Option 301,Claim 5584,0.0,0.0,0
Truck 14562,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 54184,0.0,0.0,0
Truck 14562,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 118505,0.0,0.0,0
Truck 14562,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 120643,0.0,0.0,0
Truck 14562,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 121011,0.0,0.0,0
Truck 14563,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 23538,0.0,0.0,0
Truck 14563,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 23640,0.0,0.0,0
Truck 14563,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 34490,0.0,0.0,0
Truck 14563,Style 9,Option 4,Option 85,Option 181,Option 215,Option 267,Option 282,Option 291,Option 300,Claim 49851,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 42274,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 47532,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 53221,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 73297,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 79204,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 82412,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 82831,0.0,0.0,0
Truck 14564,Style 3,Option 33,Option 101,Option 182,Option 240,Option 266,Option 284,Option 291,Option 300,Claim 99181,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 35454,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 35857,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 37125,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 39737,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 57365,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 84797,0.0,0.0,0
Truck 14565,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 102949,0.0,0.0,0
Truck 14566,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 20104,0.0,0.0,0
Truck 14566,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 35453,0.0,0.0,0
Truck 14566,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 58512,0.0,0.0,0
Truck 14566,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 94714,0.0,0.0,0
Truck 14567,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 26256,0.0,0.0,0
Truck 14567,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 37111,0.0,0.0,0
Truck 14568,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 31624,0.0,0.0,0
Truck 14568,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 32238,0.0,0.0,0
Truck 14568,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 60652,0.0,0.0,0
Truck 14568,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 82765,0.0,0.0,0
Truck 14568,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 99520,0.0,0.0,0
Truck 14569,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 24778,0.0,0.0,0
Truck 14569,Style 3,Option 45,Option 114,Option 185,Option 230,Option 265,Option 285,Option 291,Option 301,Claim 31626,0.0,0.0,0
Truck 14570,Style 10,Option 29,Option 92,Option 185,Option 222,Option 267,Option 282,Option 291,Option 299,,0.0,0.0,0
Truck 14571,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 27613,0.0,0.0,0
Truck 14571,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 53199,0.0,0.0,0
Truck 14571,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 86219,0.0,0.0,0
Truck 14571,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 92339,0.0,0.0,0
Truck 14572,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 66630,0.0,0.0,0
Truck 14573,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,,0.0,0.0,0
Truck 14574,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 64505,0.0,0.0,0
Truck 14574,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 102932,0.0,0.0,0
Truck 14575,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 60920,0.0,0.0,0
Truck 14575,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 102628,0.0,0.0,0
Truck 14576,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 98166,0.0,0.0,0
Truck 14576,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 112432,0.0,0.0,0
Truck 14576,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 117115,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 56671,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 59265,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 61951,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 73262,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 73289,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 73290,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 77455,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 80949,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 82451,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 88090,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 97365,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 101010,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 112468,0.0,0.0,0
Truck 14577,Style 4,Option 38,Option 97,Option 185,Option 207,Option 270,Option283,Option 291,Option 302,Claim 117565,0.0,0.0,0
